TIME,OWNED,SEX,EDLVL,AGE,Playfulness,ValueUtility,FeelDeviceDependence,ATUseSophistication,FeelTimeManagingDevice,UseSelfEfficacy,NonPlayfulness,ValueHedonistic,VU,VH
150,38,2,6,42,-0.337780042,-0.035826949,1.1630376099,-0.928878309,0.0651260514,0.416107406,-0.353724745,0.6618798384,,1
90,120,2,5,39,-0.125433112,-0.359083464,-0.408261528,-1.070491817,-0.761448298,-0.769293468,0.146827623,0.7138406044,0,1
30,60,1,6,44,-1.070462391,0.693328717,1.4871163611,0.8951285485,-1.636654698,-0.111092558,0.4864847844,-0.709928496,1,0
60,120,2,6,43,-0.158203267,-0.121215303,1.4579795686,-0.312045115,-1.219837401,-0.046865506,0.6129336998,0.2846239808,,1
20,48,2,6,42,-0.10908335,-0.820322773,1.0144127153,0.9187282369,-0.015805178,0.6026853086,-1.736906678,1.850819645,0,1
60,144,2,5,41,-1.668194401,-1.168809537,0.2858915599,-1.263791726,1.5204986765,0.0238625972,0.9465476334,2.4147692985,0,1
0,84,2,6,38,-1.808068816,-1.154562062,-0.008701901,-1.583876717,0.680051237,-0.36557705,1.5124253343,0.228719132,0,
10,48,2,6,39,-0.018294053,0.1677030895,2.2858363343,0.8556381979,0.8741585229,-0.183281909,-0.5412353,1.3814523597,,1
30,84,2,5,25,-1.090438999,-0.25920996,0.1015822027,0.3198262451,0.7397927079,0.5873062656,1.0392370505,-1.012542148,0,0
30,60,2,6,36,-0.237968403,0.2265629696,0.1369844656,-0.9936706,0.045034231,1.40898979,-0.060552576,0.0029337432,,
120,72,2,6,31,-0.86204419,-0.229803059,0.0798456331,0.1631505034,-0.292256375,0.0016835706,0.8171959847,0.2028771783,,
120,48,1,5,34,0.488204557,0.9123064217,0.4953864035,0.1278446368,-0.995691296,0.7829582797,-0.185545994,0.5002841426,1,1
60,96,2,2,42,-0.964933843,0.1371152916,0.9219196963,-1.113815997,0.6573327185,-0.462515369,0.5408261266,0.8704673684,,1
20,24,2,5,36,-1.019963322,0.5221841297,1.1229396253,-1.713294813,1.1192128385,-0.722098903,-0.115531387,1.2217214182,1,1
150,98,2,6,50,-1.739935326,-1.132667414,-0.210754619,-0.279659366,-0.508182911,0.2730303575,0.6245661378,-0.637265652,0,0
60,96,2,5,40,-0.676185059,-0.359372611,0.6151341949,-1.45842898,-0.676585597,-0.748422758,-0.732709566,0.2102074982,0,
60,60,1,6,47,-0.278163038,0.2502583796,0.1913909608,1.131225319,-0.695838543,0.5282207692,-0.414377474,-0.111230306,1,
180,60,1,5,27,-0.571428853,-1.284449501,-0.29588985,1.5730195019,0.4537337295,0.720250799,1.3353106474,-0.681612373,0,0
30,120,1,4,50,-0.148256357,1.63718624,0.793436099,-0.133921197,-0.162498184,-0.173407823,-0.224797069,1.459819208,1,1
120,132,2,4,37,-0.82045582,-0.860835724,-0.132885816,-0.288305408,-0.66882297,-1.084449562,-1.75113768,1.310511711,0,1
15,60,2,6,41,1.552251522,1.5136829084,0.1426803235,1.1726603377,-0.984999021,0.1570849849,1.0920315468,0.6780538947,1,1
60,72,1,6,23,-0.658526051,0.3084416698,-0.946853607,-0.144367132,-1.306427015,-0.423144655,0.0941821951,-0.31716534,1,0
60,96,1,4,58,0.574020129,2.64162243,-1.282031022,0.6479917165,-0.693294341,2.0120062283,-0.639799657,0.5331913782,1,1
180,120,1,5,51,-0.258760769,-1.285801454,-0.139990694,-0.271915639,1.017582342,-0.508593612,-0.375061716,-1.061066811,0,0
10,60,1,6,33,-0.473604208,1.4318004033,1.3885895847,0.9832808389,1.0487706912,-1.166765445,-0.241057003,-0.479606502,1,0
30,60,2,6,35,0.3926328061,0.8176576008,0.5591242972,-0.344014428,-0.858642653,-1.086496713,-0.323279934,0.3005242625,1,1
300,96,2,5,35,-1.435710932,-0.103131318,-0.786795249,-1.666119939,-0.450820132,-0.36044233,-1.032184597,-0.027732716,,
60,120,2,4,27,0.2753923889,-1.107813715,-0.378993275,-0.912961821,0.7475201599,-0.814394181,-0.389128698,-0.440769435,0,0
30,60,1,5,38,0.1062662443,0.571931982,-0.403143799,0.8578859438,1.2595973682,-0.46054012,-1.773493198,0.5741653492,1,1
180,96,2,5,27,-0.955971927,-0.043033546,-0.45666159,-1.658997202,-0.440399777,-0.572406574,0.9753639957,-0.367893712,,0
120,84,1,6,39,-0.28732238,0.0063870728,0.3410170224,-0.272699464,0.5975074753,0.4998305363,-0.592097819,-0.641021359,,0
120,60,1,5,38,-0.662649315,-0.599889604,0.1226661518,0.3941418241,-1.567479606,2.1392483948,0.2590849683,0.2118898411,0,
60,60,2,5,38,0.3622546968,0.7018489287,0.4834283103,1.245503797,-0.869116055,-0.477284395,-0.212586866,-0.285371913,1,0
60,12,2,6,42,0.5362340292,-0.742244095,1.982054908,-0.316898796,1.1029198334,-0.315185965,-0.954524577,0.8514954315,0,1
120,60,1,6,38,-0.037372688,0.1279197463,0.063752862,0.5523031383,-0.589024187,0.0927689178,-0.044171507,0.2336644691,,
30,96,1,5,39,-0.353676508,-1.239947151,-0.99623026,-1.106056217,1.1197190743,-0.274671582,0.139037933,0.5407241806,0,1
1,120,2,4,55,-0.564240032,1.08796952,2.3943818342,-0.978246638,0.8811692658,0.6461565916,-0.08025619,1.7854555829,1,1
120,84,1,6,31,-0.020701845,-1.123634397,0.685973745,2.3241883724,-0.79299226,-0.415926196,-0.728755603,-0.8120639,0,0
0,168,1,5,35,0.8007646588,-1.456281168,0.8381590154,0.0161945363,-0.851179243,-1.008458576,-0.353669659,0.5184849713,0,1
30,96,1,5,35,-0.07497099,-0.453968116,0.2072275583,-0.72798061,-1.326843368,0.6722513044,-1.10337189,-0.45218915,0,0
120,48,2,5,30,0.3003892864,-0.764848904,-0.598529249,0.786321416,0.5815901094,-0.876900179,0.9440438613,-0.185246285,0,
120,36,1,4,29,-0.704240899,0.271934589,0.233904777,0.2295635109,-0.762254092,0.9196739436,0.2677095074,-0.400616502,1,0
60,72,1,6,26,0.1141286533,0.8270204519,1.0617423802,-1.607173238,1.0621238415,-0.638131019,0.3806036946,-0.515116196,1,0
15,66,2,5,33,-0.807529257,-0.835350528,1.1314427433,-0.359907568,0.0867064075,1.2209691343,1.2231689922,1.0222691896,0,1
30,84,1,6,45,1.4500649156,-1.600773472,0.7447985885,1.1073669197,0.4018428907,-1.013933966,-1.472347118,-0.769411004,0,0
270,60,2,5,40,-0.239771449,0.0757715328,-0.79216261,-0.490567154,0.3587816744,-0.754153665,0.334773943,0.0530983237,,
120,96,2,6,42,-0.84557206,-0.559657819,0.4151075345,-0.804943935,-0.488320434,-0.043520124,-0.464564493,1.2084430094,0,1
150,96,2,4,45,-1.130965177,-0.469950097,-0.481140555,-0.86628522,0.009897736,-0.728617809,0.6428843241,2.767417936,0,1
180,36,1,5,26,-0.926197591,0.2787030519,-0.121636457,-0.618550314,0.0112384128,-0.252931169,-0.029167321,-0.499155824,1,0
150,48,1,5,29,0.0330786413,-0.709635846,0.0498639775,0.2978911593,-0.198320022,-0.76927522,-0.087169448,0.6889290818,0,1
60,60,2,6,39,-0.30759621,-0.367947314,0.6633917081,-0.129539682,0.1067052109,-0.097466608,-0.348770372,0.1174195022,0,
30,24,1,5,23,-0.115740648,-0.53506708,-0.569629707,1.6436074341,-1.346766904,-0.434709964,-1.129974955,0.6722553715,0,1
30,84,2,5,26,-1.882189301,-1.068143727,1.2449175265,-0.138109116,-0.4441891,-0.633003817,1.1665589228,-0.701647072,0,0
30,41,1,5,21,-0.333486664,-0.37576001,-1.07550233,1.3750268618,0.2780442431,-0.220002565,-1.006371492,-0.141658921,0,
30,4,1,5,24,0.034928169,-0.580983871,1.4693218751,0.4525943036,-0.068859296,0.7244263225,-0.013328073,-0.578705152,0,0
60,12,2,6,29,0.0895062072,-1.076407203,-0.601522833,0.7911620986,-1.33038999,0.7868063255,-0.438659685,1.1027456253,0,1
20,60,1,5,29,-0.077855358,-1.249557656,1.3103017921,1.4009321474,1.3049183787,-0.311166885,-0.550161144,-0.437468193,0,0
120,60,1,6,27,0.9273800371,-0.466142683,-2.120233786,1.8379423434,0.788636545,1.2814862042,-1.862990422,-0.53408295,0,0
60,60,2,5,26,-0.958118469,0.3550043842,-0.897652547,-0.081719253,0.096556239,0.7745256238,-0.034365598,-0.660526537,1,0
30,96,1,5,30,-0.201490831,0.4572573385,-0.19862945,1.7743076865,0.3279115277,-0.091410252,-1.048184473,0.0023358304,1,
30,55,1,5,26,-0.200817422,-0.438496598,2.361492837,0.9431003698,-0.018410368,1.8147833004,-1.495609786,-1.823518488,0,0
60,96,1,3,27,-0.645471813,0.321586681,-0.543595044,0.2654567697,-0.689407578,-0.00512704,0.8818773619,-0.431367912,1,0
60,36,1,5,28,-1.386439955,0.5954862583,1.894645892,-0.34881418,0.7562670102,-0.467259821,0.4851305511,-1.806881363,1,0
90,72,1,5,32,-2.870392746,0.7316557514,-1.157997641,-0.714463204,1.724189614,-0.737589507,-3.654581493,-0.515276234,1,0
30,60,2,5,29,-0.730148463,1.006120745,0.031233312,-0.230173088,0.6237924376,0.5596646109,0.4150881191,-0.31695843,1,0
60,48,1,5,29,-1.891971963,-0.124575907,-1.012533439,-0.630680751,0.8445802473,0.3137842426,0.0848811318,-0.356078389,,0
165,48,1,6,25,-0.038309193,-0.299458701,-0.371574866,1.3620034623,-0.735970335,0.4900859906,0.3740347508,0.6844540622,0,1
30,36,1,6,31,1.3375577461,-0.087940329,-0.262272429,0.5935118834,-0.742078815,1.5889444654,-0.735999279,1.0708250573,,1
30,61,2,5,32,0.6232947073,0.8427450504,-0.429420688,-0.306675658,0.0074227155,-1.035279407,-0.171173905,-0.597057602,1,0
90,120,2,6,55,0.4003560092,-0.83606187,-0.254869218,-0.710557014,-0.656778378,0.1017667818,-0.360694647,-0.116351143,0,
30,72,1,5,49,-0.247549944,0.4029708313,0.7669901572,-0.274690702,-0.09878592,-0.142778709,0.7081603286,-0.121241464,1,
20,96,2,6,49,-0.799471544,1.3706331887,0.328857274,-0.876356714,0.3093352252,-0.9721868,0.9188589587,0.6530569828,1,1
300,72,2,4,29,0.1532244059,0.5558080722,-0.269258514,0.3421974138,-0.618453458,1.3906416175,-0.967644535,0.0156096913,1,
60,72,1,2,26,0.4199926214,-0.471536667,-0.032783583,-1.616263685,0.8309922224,-0.197474212,-1.048299408,0.5238238096,0,1
120,48,2,5,32,-0.706930743,-0.601456066,-0.36377322,-0.325318092,-1.390872211,0.171152935,0.9452545019,-0.510852722,0,0
90,36,1,6,27,-0.261063398,0.3500002812,1.2278689621,-0.366734575,-1.032813418,-0.239513458,-0.199571535,-0.35133449,1,0
60,60,1,6,23,0.1595697785,1.0535877824,-0.408846378,0.7889389385,-0.166380925,1.1667414375,-0.868445721,0.5858247902,1,1
60,99,2,4,31,-0.031746692,0.3902510386,-0.584068229,0.5482035297,-0.487784351,-0.139569749,0.2336042114,-0.498341535,1,0
45,60,2,6,28,0.769779136,0.1102117931,1.0312335667,0.8345293817,0.3056727235,-0.563906723,-0.43455113,1.8194606053,,1
63,60,1,5,25,-0.735216628,-0.516939443,-0.105170441,-0.584853187,-0.068066636,0.0298079637,-1.258426844,-0.614655946,0,0
30,120,1,3,31,-0.592199592,-0.202853764,-0.591665213,-0.227600469,-1.047243107,0.9051591796,0.0114023068,-0.614607576,,0
150,48,1,6,27,-0.931390789,0.7796476529,-0.472680704,-0.563601009,-0.032505134,-0.54611123,0.2908723395,-0.99510897,1,0
30,72,1,6,49,-0.347746082,-0.388482857,-1.154641288,-1.165585704,0.4322614165,-0.0597431,-2.751591063,-0.16137281,0,
45,72,2,5,50,-0.46100693,-0.631087416,0.171463183,-1.357703723,0.0544210839,0.1527263511,0.8705682335,0.9003031771,0,1
0,0,2,5,23,-0.20807207,0.3148735806,-0.133452734,1.2523203333,0.4600149352,-1.141917099,-0.289587772,-0.522248038,1,0
96,62,2,4,28,-0.595058901,-1.123260129,0.6360470772,-0.829354831,-0.440787163,-0.678102189,1.8401141158,-0.943605971,0,0
30,66,1,4,41,-0.493235589,0.0692703612,0.3720680005,-0.857951281,-0.86305723,1.2972942054,-0.76353357,-0.728924426,,0
30,84,2,5,37,0.830534196,-1.37387283,1.2450606867,-1.600464126,-0.772556519,0.8872339836,-0.356145026,-1.870053585,0,0
45,60,1,4,22,-1.20180375,-0.444412702,-0.907195817,0.4070270883,-0.363024792,0.182921709,1.4216984509,-0.481317807,0,0
0,78,1,4,22,-0.220577068,0.1635447543,-0.963032479,-0.318040664,-0.431558803,0.6458370812,0.1880308702,-0.417583603,,0
15,60,1,4,24,0.6785606435,-0.544661141,-0.2088829,1.2037905639,-0.149998238,-0.559804321,-0.220735971,-0.578097944,0,0
60,108,1,5,32,-1.0973132,-0.360642744,0.0333537614,-0.114915514,-1.22624289,0.0173785469,0.3212449273,0.2316742274,0,
60,108,2,5,43,0.2197150005,-0.435491082,0.6323684392,-1.395705338,0.5732367852,-0.020909451,0.9961776159,0.3036543424,0,1
60,108,2,5,43,0.2197150005,-0.435491082,0.6323684392,-1.395705338,0.5732367852,-0.020909451,0.9961776159,0.3036543424,0,1
120,86,2,4,26,-2.079452478,0.4643079669,-1.705592439,0.4699770449,1.1232880785,0.7767625963,0.7413599498,-0.389651873,1,0
30,51,1,5,26,-0.004573408,0.8601458868,0.3504838315,0.8856225288,0.286804888,-0.519804679,-0.846620512,-0.677535846,1,0
12,84,2,5,32,0.1453766989,0.8470645635,0.2625523358,-1.032352315,-1.397653591,-1.067251731,-0.540223323,1.3670894888,1,1
90,96,2,5,31,0.343027667,-0.619540592,-1.125826294,0.1973699972,0.4936044006,-0.52716011,-0.369534247,-0.306512205,0,0
240,120,2,5,34,-0.541305585,-0.437542394,0.1074935766,-1.028340458,-0.046165475,-0.252397471,1.5847515642,0.5896519375,0,1
0,60,1,5,27,-0.798628489,0.2979465827,-0.739542478,0.1300428229,-2.784597575,0.3972148369,-3.411632616,0.464031402,1,1
80,36,2,5,40,0.9912072735,-1.117400753,-0.918887046,-1.081746334,-2.492357508,-0.240529537,-0.968506455,-0.831343674,0,0
30,60,1,5,32,0.41148393,0.2927756769,-0.033664079,0.9632139671,0.9941440115,-0.368684164,-0.105398985,-0.83038608,1,0
30,84,2,4,26,-0.395012972,0.5519512641,-0.192827818,-1.687039606,0.7406489422,-0.527963211,-0.474397444,1.4985112551,1,1
20,120,2,3,32,0.408432267,0.243988524,0.388105606,0.7518964826,-0.559366878,2.7219011306,-0.092873557,0.6629407153,,1
45,72,1,5,23,-0.605290262,-0.605097741,-0.792707317,1.762641793,1.3800421095,-0.372724913,-2.077934209,0.4268662055,0,1
150,84,1,5,33,-0.374787405,0.5195974981,1.2817256767,0.764397553,-0.440001337,-0.688243055,0.4312087189,0.421920619,1,1
30,84,2,6,28,-3.113685415,2.1644677462,-0.238930867,-0.857995327,0.8825215774,-0.825734023,-3.604901845,-0.430163277,1,0
180,96,1,5,39,-1.084468206,-0.086111094,-0.439458954,0.3673610489,-1.088871869,1.3330175294,1.3997651094,-0.299334972,,0
30,37,2,4,26,0.4544444026,-0.797844612,2.3040759179,1.0821787087,-0.11433083,-1.016033356,-0.277680701,0.3543782963,0,1
30,12,2,6,30,-1.683039498,1.2390650124,-0.259902801,-0.185012959,0.59324896,-0.517029271,-1.253693048,0.5990372288,1,1
20,78,2,6,29,0.0534434473,0.8573598614,0.1965639234,-1.081331926,0.1880126777,0.1964059912,-0.658902619,-0.579460743,1,0
315,84,1,4,25,0.7817984964,-1.244521457,-0.34270603,-1.933516504,-1.01489597,1.5343739927,-0.228131734,-1.046957387,0,0
45,60,2,4,21,-0.336274149,1.9640089805,1.6918535003,-0.169502248,0.8853259968,-1.043015785,1.5328203975,1.6467516795,1,1
192,95,2,4,27,0.1069803227,-0.224215364,0.3333920426,-1.164391632,-1.242111087,0.1322570059,1.1723196423,-0.206200348,,
5,30,1,4,43,-1.090965483,-0.44632552,2.4528902903,0.7568743305,0.9278997681,-0.030432787,-0.339205905,-0.105134489,0,
120,72,1,5,27,-0.219288626,-1.143546793,-1.370212269,0.628908448,-0.786978108,0.1013999896,0.2962106635,-0.627106093,0,0
60,120,1,6,25,1.2247859035,-1.334131306,-1.272565728,-0.052205719,1.0002659417,-0.879013492,-0.3266682,-0.64385331,0,0
180,69,2,5,30,0.8684420656,-0.595452704,-1.096653178,-0.081786132,-2.716891937,-0.044224386,0.3003139254,-0.579570247,0,0
30,96,2,5,32,-0.609950267,-1.10078319,1.3882389096,-1.255146696,-0.302005746,-0.386509645,1.2411863225,-0.888604096,0,0
5,120,2,4,31,-0.466512643,0.8642344033,1.6890490522,0.204937373,0.7629989797,-1.063243298,-0.106671272,0.2595394348,1,1
30,96,2,6,30,-0.719894411,-0.029474801,0.278386363,0.2832247684,0.3019981412,-0.849977842,-1.075871535,-0.130902673,,
15,60,2,6,31,-0.422755487,-0.214163777,1.7217285882,1.1024596834,0.1624979712,-0.568752244,-0.341342325,1.026572893,,1
5,120,2,6,40,-0.883477484,0.8107753921,1.6911862272,0.5416216297,0.2590721074,-0.329398374,-1.194558043,1.0890402818,1,1
40,72,2,5,26,-1.201178698,1.0966461548,-0.586726852,-0.712778426,0.7613061517,-0.006745265,0.0559195172,-1.245206498,1,0
120,84,2,5,23,0.2715207088,-0.124356021,-0.743798781,-0.664749508,0.8772385013,-1.085275257,-0.925616279,-0.697805502,,0
30,60,1,6,24,0.0603109973,-0.085796971,0.3742369462,0.8131062731,0.9629261152,-0.689698928,-0.34300526,-0.059449958,,
120,60,2,6,27,-0.578100753,-0.569796346,-0.402576406,0.5899648987,-2.397736682,-0.604063748,-1.402828041,-0.219472684,0,
120,51,2,5,26,1.259334348,-1.329538451,-1.498613947,0.6813919332,0.3376500225,-0.973803953,-0.152844928,-0.752149201,0,0
90,72,2,5,26,-0.361027969,-0.831099692,-0.177728961,0.3011624018,-0.488105024,-0.149344845,-1.275567279,-1.051699591,0,0
100,65,2,6,26,-1.591773857,-0.996102388,-1.103282215,-0.294851694,-0.65516311,0.0208069092,-2.207880013,-0.492067783,0,0
30,45,1,6,57,0.4688192014,-0.449894508,0.2260040583,0.3894019486,1.156898526,2.9389738498,-1.544648262,0.3078370094,0,1
90,60,2,6,55,-1.013764846,-1.214685709,-0.808042608,-1.31027034,1.0312659466,0.3098846409,-1.686355637,1.196259317,0,1
60,60,2,5,31,0.0194120885,0.4776472545,-0.571733069,-0.210681507,-0.492327615,0.5624147438,-0.960275489,-0.217753479,1,
120,96,1,5,30,0.4110588226,0.1515361886,-0.226901708,-0.259443744,0.8218498247,0.6332319806,1.0718441928,0.5384190277,,1
15,36,2,5,26,1.343684566,1.571005679,0.9957650353,0.4941673887,-0.096746167,-0.299906153,1.4416976507,1.0400690126,1,1
5,60,1,5,48,0.6816845447,0.6879144058,0.5868086749,1.0858847045,-1.169757642,0.4032686026,-0.646768891,-0.112061232,1,
5,144,2,5,42,1.5175656066,-0.784414762,1.8500536733,0.7194339086,0.8825540837,-0.441026264,0.7400749762,1.1249925384,0,1
30,168,2,6,47,-1.362258569,-0.000278836,-0.319089438,-0.115801642,0.7804309522,-0.384232059,0.1657187778,1.1421266673,,1
40,108,2,6,34,1.2165645774,-0.776104112,-1.209243768,0.1557841497,-0.326791908,-1.03179944,0.4340399099,-0.67518602,0,0
50,102,2,5,30,-0.385932605,0.8933551764,-0.70516885,0.0235172316,-0.796666979,-0.55112762,-0.548052728,-0.223998839,1,
10,36,2,6,30,-1.254267035,0.5676192741,0.7845451563,0.513916641,0.8688602893,0.040220809,0.7349196706,0.412966173,1,1
120,96,1,5,30,0.4110588226,0.1515361886,-0.226901708,-0.259443744,0.8218498247,0.6332319806,1.0718441928,0.5384190277,,1
15,36,2,5,26,1.343684566,1.571005679,0.9957650353,0.4941673887,-0.096746167,-0.299906153,1.4416976507,1.0400690126,1,1
5,60,1,5,48,0.6816845447,0.6879144058,0.5868086749,1.0858847045,-1.169757642,0.4032686026,-0.646768891,-0.112061232,1,
5,144,2,5,42,1.5175656066,-0.784414762,1.8500536733,0.7194339086,0.8825540837,-0.441026264,0.7400749762,1.1249925384,0,1
30,168,2,6,47,-1.362258569,-0.000278836,-0.319089438,-0.115801642,0.7804309522,-0.384232059,0.1657187778,1.1421266673,,1
40,108,2,6,34,1.2165645774,-0.776104112,-1.209243768,0.1557841497,-0.326791908,-1.03179944,0.4340399099,-0.67518602,0,0
30,24,2,6,27,0.1108444945,0.859228619,1.282562822,-0.744091326,0.1613953891,-0.664253533,-1.636466063,1.0091665652,1,1
60,48,1,6,26,-0.716879871,1.0873370951,-0.149976952,0.5549181169,-0.625015796,0.8589644274,-0.289502325,-0.474914724,1,0
5,60,2,5,37,0.3389345361,0.1114912831,-0.759898173,0.3030899548,1.0445339787,2.3429660491,-0.425914082,0.3875036742,,1
1,2.5,2,5,27,1.0695345222,1.953650375,2.0005189589,0.2097420015,1.004017458,-0.137523547,-0.380285276,0.6214348207,1,1
180,24,1,6,33,0.6418276129,0.4144733383,-0.8378376,-0.147224044,-0.25141243,0.1154792576,-0.269167181,1.3784181961,1,1
120,84,2,5,28,0.7347190696,2.518622277,0.8905999503,-0.45116347,-0.157981157,-0.803354414,-0.950966504,-0.134946047,1,
120,60,1,5,36,-0.495207675,0.4232622615,-0.434936505,1.2986986821,0.4792031315,-1.175871596,-0.36551323,0.2102600242,1,
20,48,2,5,29,-0.665080399,-0.230507333,-0.068204139,0.4557302798,0.5252365867,-0.753388319,1.3057309454,-0.195862187,,
120,74,1,6,30,-0.601480452,0.2844108155,-1.40611655,1.2529231517,0.8408209853,-0.412571095,-0.543809977,0.9408165786,1,1
180,50,2,5,26,-1.587942023,-0.824200151,-0.076721902,-0.063796309,0.542826455,-0.596085992,-0.16583112,0.2537698386,0,1
120,56,2,6,30,-1.184012232,-0.241787595,0.8937458912,0.7919346736,0.6750410292,-0.943339559,0.257909358,1.325921902,,1
10,12,2,6,41,0.4306779927,-1.541129502,-0.037480352,1.8057618588,1.0026526483,-1.059361001,-1.017849703,2.5963804927,0,1
60,60,2,5,28,0.2419553237,0.4589326358,-0.042704338,1.2533661002,-0.009314661,-0.026095725,-0.070401123,-0.778987389,1,0
20,60,2,6,28,-0.382444315,-0.075400374,0.4756777854,1.9996623294,0.8583500646,-0.462803891,-0.248825357,-0.093054761,,
30,24,2,5,45,0.2554001821,-0.106945307,-0.077182341,-1.695491929,0.4568116573,-0.164618679,-1.189932357,0.0209562485,,
135,60,2,3,42,-1.301919772,-0.137478528,-0.990964446,1.2342211725,-0.001099471,1.4860893369,0.4927410051,0.7938109167,,1
45,60,2,6,27,0.3763115829,-0.825912388,-0.576414168,0.3420686422,0.7431141681,1.2513584637,-1.015324362,-0.242601064,0,
60,48,1,5,25,-0.819893722,-0.095134262,-0.860130478,1.1880784775,0.7316852139,-0.17143688,1.5976828036,-0.442560201,,0
15,42,2,5,25,-0.333655974,-0.274090133,0.0592760343,-0.240413188,0.8681281112,-0.797251087,0.0934484112,-0.75111669,0,0
20,24,2,5,37,0.851952635,0.3138876306,2.0946627601,-0.857340253,0.2417288486,-1.157050822,-0.85670493,1.6502999869,1,1
120,180,1,4,46,-0.41854984,-0.065847928,-1.490167109,-0.023507695,1.0355967415,-0.184396331,1.1552573128,1.3014394609,,1
60,144,2,5,36,0.2061145888,-1.203479926,-0.833639778,-0.098143674,-0.844874944,0.7866552791,-1.079847229,-0.336987712,0,0
120,48,2,3,35,-1.003669244,-0.31202447,-0.297556675,-0.645746241,-0.528279357,0.136101857,1.0994709843,-0.245257584,0,
20,6,2,6,29,0.1383738866,-0.207693715,2.5670770315,0.7668575643,0.9169984772,0.2219546539,-0.419124056,-0.551616064,,0
90,22,2,6,33,-1.567629666,0.3587461138,-0.325688026,1.0543308698,-1.071359844,-0.345584897,0.0303968379,-0.37060952,1,0
150,108,1,5,34,-0.941468831,-0.762238058,-0.440366943,0.3757506819,-0.073335841,-0.202926897,0.7991255653,0.3885824835,0,1
60,78,1,5,28,-0.371048053,-0.747523312,-0.982814758,0.3937784277,-1.278746109,-0.065672147,0.4147080349,-0.696541982,0,0
30,48,2,6,27,-0.717260936,-0.343210097,0.034931276,-1.291576868,-0.609066741,0.0812141365,-0.744500646,-0.324053216,0,0
60,96,1,6,35,0.5594084744,0.3684992435,-0.088266092,0.6723092636,0.1304968001,-0.294663597,-0.257028994,-0.036779062,1,
30,72,2,6,28,0.0575063311,1.1791569237,2.0484192289,0.685712176,0.5966399731,0.0262013797,-0.24958849,1.4880039694,1,1
60,48,1,5,27,-0.253898256,1.5391141508,-0.63418821,1.8616728851,-0.940372543,-0.103556108,-0.087686127,1.4568710711,1,1
150,57,1,5,23,0.6803950968,-0.587632738,0.5350132076,-0.38961285,-0.2115047,-0.153363615,-0.32058699,-0.687616797,0,0
150,120,2,5,58,-0.157655712,0.4311835021,0.8576211804,-1.304331805,-0.631821266,0.29758128,-0.156547137,-0.023020303,1,
60,120,2,6,32,-1.371423198,-0.056038037,-0.738399316,-0.244523443,0.7425156487,0.0642495585,0.4532791851,-0.519960582,,0
90,72,2,5,28,-0.409469027,-1.719769212,-0.161632085,0.8694672271,1.1362654052,-0.949971873,-1.253778136,1.3322823621,0,1
30,84,2,6,25,-0.062855919,-0.450669002,0.2187702242,-0.154434402,0.6327615192,-0.187142436,-0.889537268,-1.368861424,0,0
60,72,2,5,26,0.1669844811,-1.167858908,-0.401461144,0.8311790023,-2.013643748,-0.143043505,0.1080166972,-0.912830877,0,0
120,120,2,6,41,-0.313527455,0.3515993484,1.7538141135,-0.594274497,0.5785874859,0.5604371696,-0.828484141,-0.041832779,1,
240,84,2,4,23,-0.076022869,1.2422868214,-0.627270169,-0.97588734,1.3593957912,-0.798783232,0.171449707,-0.467732971,1,0
30,60,1,5,26,0.5613213498,0.898934835,0.9284131646,0.8720091794,0.6880269989,-0.953494341,2.1340894108,0.2715290462,1,1
15,48,2,4,51,0.585138208,1.1952864429,1.7878899505,0.5179212964,0.9964279273,-0.756595167,-1.065791445,1.0479979046,1,1
15,72,2,6,38,-0.898798017,0.6365764266,1.738259709,1.2568936264,0.4325643684,-0.122745926,1.1879882963,0.0988181615,1,
45,144,2,5,31,-0.523027131,-0.55763282,0.1848764445,0.7044198046,1.2360548888,-0.075823626,1.1723548735,-0.777728824,0,0
60,120,2,6,37,-0.236829541,1.7758415761,0.612790646,-0.583244727,0.0432449502,0.3258715088,0.289355158,-0.584595822,1,0
120,60,2,5,26,-0.903766638,0.2774236365,-0.839209751,0.1326883413,0.0669865012,0.0667530533,0.8807897249,-0.576159136,1,0
60,72,2,6,26,0.6618655174,1.3189727308,-0.549743578,0.9761561524,0.3077540367,-1.031330322,-1.764251022,-0.780391448,1,0
120,72,1,4,22,-0.135380595,0.6605210644,-0.755896274,-0.538714084,0.1810545871,0.0627843492,0.915712011,-0.60810803,1,0
20,73,2,6,28,-1.059080417,-0.112157093,0.4329738345,0.0795596899,-0.233001068,0.0039991682,-0.356254947,-0.38835231,,0
120,60,1,6,25,-0.305355665,0.1844469074,-0.765271434,0.2282260145,-0.539571944,-0.174104887,0.6672090157,-0.47361579,,0
40,84,2,6,42,-0.100892815,-1.093645039,-1.012960421,0.9105940647,0.4960679216,1.3526529891,1.0578276474,2.0780415029,0,1
120,48,2,4,40,-0.446925985,-0.642617747,-0.792043364,-1.546020432,0.9566297452,0.6441604418,0.4146705126,1.8229294304,0,1
45,48,1,6,36,0.7829735471,-0.154977223,-0.553699224,-2.04208755,1.3987284186,-0.85681101,0.5652695221,0.9907618157,,1
60,36,2,5,27,0.081918421,-1.423610825,-0.628945985,-0.421717839,0.5171196185,0.91855045,-0.222094244,1.8962812021,0,1
